S112,A city bus is driving down a crowded city street.
S113,Two men on surfboards catch a breaking wave.
S114,There is a chain linked fence behind players.
S115,A horse reaching over a fence is eating wild grass.
S116,This is a silver and black French press coffee pot.
S117,Many candles are placed on a table in front of a painting.
S118,A man is putting food on his plate and a woman is pouring wine.
S119,A cop leads the way for other people on motorcycles.
S120,An elephant is sticking its trunk through a fence.
S121,A man is covering his eyes next to cases of bananas.
S122,Some of the Catholic School children are lined up in single file in front of the microphone.
S123,Some cows are painted with pink and purple dots.
S124,A young woman is holding a freshly pulled carrot up in the air.
S125,A man is pushing a wheelchair on the street.
S126,The people move about and congregate in the public area next to the large white tent.
S127,Andrei and Danny picked up a yellow bag.
S128,A man is writing something down while on a cell phone.
S129,Two women are kissing a man for a photograph.
S130,There are silver springs on the side of a bike.
S131,There is a professional speaker on the stage pointing out his coworker.
S132,A man and a woman are showing off their food.
S133,There is a red white and blue shelter on a populated beach.
S134,The two people are riding on a black bike.
S135,There are streamers and ribbon suspended by lights hanging from a ceiling.
S136,A group of men is using poles to push themselves on skateboards.
S137,A yellow and blue train is pulling into a train station.
S138,There is a woman in a seat with hair blowing in the wind.
S139,A modern building has a long table holding many fruits and vegetables.
S140,A young boy is putting ingredients into a blender.
S141,Many large pots have been set beside large spoons.
S142,A table is set up with wine glasses and a cake.
S143,A television screen is displaying a cow in a wooded area.
S144,This is a fryer that moves donuts down the fryer.
S145,A man reaches with a racket to return a tennis ball.
S146,Several people are pushing a truck from the dirt onto the road.
S147,There is a beer resting on the seat of a motorcycle.
S148,Two men are snow skiing and one has fallen down.
S149,A woman with a dog is talking to two people sitting on a bench.
S150,A person lights a candle that is on a piece of cake.
S151,Several people are sitting around a table in a small room with a laptop books and papers.
S152,There are balconies on the second storey of the buildings.
S153,Two people are walking along the water with umbrellas.
S154,A red metal frame forms the half pipe.
S155,There are foreign characters on the vehicle s side.
S156,A crowd of people stands and watches as guy on a horseback leads a bunch of horses behind him.
S157,A man is climbing an elephant with a saddle attached.
S158,There are cars moving at a very fast speed.
S159,A red train is passing over the water on a bridge.
S160,A baby elephant is reaching for grey bag at a zoo.
S161,There are two leather sofas sitting on each side of an entertainment center.
S162,People in hats are riding on a large elephant.
S163,The date is orange.
S164,A hotdog is wrapped up in some foil.
S165,A man hit something that exploded with a bat.
S166,A man takes a selfie as he opens his new computer.
S167,Adult carrying a child in full gear including skiis at the bottom of a ski slope.
S168,There are two foods and one drink set on the clear table.
S169,There is a stand in the room.
S170,There is a man sitting on a cement block.
S171,There is a man holding roses next to a woman holding a cake.
S172,A person is pushing a button on a television.
S173,A woman on skis is looking back to the person behind her.
S174,A man is reaching down for something in a box.
S175,Two men are racing horses down a racing track.
S176,There are white forms on a keyboard.
S177,A man is putting a turkey into the oven.
S178,There is a black TV stand with flat screen.
S179,A small child wrapped in a towel lies on a bed.
S180,A man and a woman are shaking hands amidst a crowd by a cake.
S181,This is a white second hand on the clock.
S182,There is a press box on the tennis court.
S183,A man is reading a book while another is holding a dog.
S184,There is a stand with information.
S185,Cars line up to coin meters on at a busy sidewalk.
S186,Water passing under a bridge that cars are driving on top of.
S187,A man leans back and gets ready to fall during part of the game.
S188,A small boy reaches up into the kitchen sink.
S189,Danny left the chair with a blue telescope.
S190,A young boy in the bed is reading a book to his little sibling.
S191,A man and his dog walk to the sink of a kitchen cluttered with objects.
S192,A television is turned on on a wooden shelf.
S193,Danny looked at Andrei putting down a yellow chair.
S194,A man inside a room is putting together a white kite.
S195,There are red cushions against a window in front of table with a table light and a bench.
S196,There is an older person passing out plates of food to young people.
S197,A TV is showing two men in hats and women.
S198,A baseball player runs to catch a ball that has been pitched.
S199,A man and his skateboard have been caught mid flight during a leap.
S200,There is a date stamp of March 16th 2008.
